ward_no,distance,units,pct,polling_place_name,voter_count
273,5-10 min.,361,88.91625615763546,Pulaski Indoor Swimming Pool,395
273,10-15 min.,45,11.083743842364532,Pulaski Indoor Swimming Pool,395
273,15+ min.,0,0,Pulaski Indoor Swimming Pool,395
274,0-5 min.,8,2.1164021164021163,Holt Playground Fieldhouse,379
274,5-10 min.,365,96.56084656084656,Holt Playground Fieldhouse,379
274,10-15 min.,5,1.3227513227513228,Holt Playground Fieldhouse,379
274,15+ min.,0,0,Holt Playground Fieldhouse,379
275,0-5 min.,222,54.278728606356964,Holt Playground Fieldhouse,522
275,5-10 min.,187,45.72127139364303,Holt Playground Fieldhouse,522
275,10-15 min.,0,0,Holt Playground Fieldhouse,522
275,15+ min.,0,0,Holt Playground Fieldhouse,522
276,0-5 min.,294,25.21440823327616,Morgandale School,1498
276,5-10 min.,637,54.63121783876501,Morgandale School,1498
276,10-15 min.,159,13.636363636363635,Morgandale School,1498
276,15+ min.,76,6.518010291595197,Morgandale School,1498
277,0-5 min.,159,22.11404728789986,Ohio Playground Fieldhouse,716
277,5-10 min.,525,73.01808066759388,Ohio Playground Fieldhouse,716
277,10-15 min.,35,4.867872044506258,Ohio Playground Fieldhouse,716
277,15+ min.,0,0,Ohio Playground Fieldhouse,716
278,0-5 min.,206,32.38993710691824,Clement J. Zablocki School,563
278,5-10 min.,423,66.50943396226415,Clement J. Zablocki School,563
278,10-15 min.,7,1.10062893081761,Clement J. Zablocki School,563
278,15+ min.,0,0,Clement J. Zablocki School,563
279,0-5 min.,169,25.26158445440957,Clement J. Zablocki School,605
279,5-10 min.,491,73.39312406576981,Clement J. Zablocki School,605
279,10-15 min.,9,1.345291479820628,Clement J. Zablocki School,605
279,15+ min.,0,0,Clement J. Zablocki School,605
280,0-5 min.,195,40.20618556701031,Ohio Playground Fieldhouse,582
280,5-10 min.,270,55.670103092783506,Ohio Playground Fieldhouse,582
280,10-15 min.,19,3.917525773195876,Ohio Playground Fieldhouse,582
280,15+ min.,1,0.2061855670103093,Ohio Playground Fieldhouse,582
281,0-5 min.,184,29.967426710097723,Saveland Park Pavilion,864
281,5-10 min.,242,39.413680781758956,Saveland Park Pavilion,864
281,10-15 min.,188,30.618892508143325,Saveland Park Pavilion,864
281,15+ min.,0,0,Saveland Park Pavilion,864
282,0-5 min.,21,4.487179487179487,Tippecanoe Library,689
282,5-10 min.,212,45.2991452991453,Tippecanoe Library,689
282,10-15 min.,204,43.58974358974359,Tippecanoe Library,689
282,15+ min.,31,6.623931623931624,Tippecanoe Library,689
283,0-5 min.,0,0,Parkside School of the Arts,136
283,5-10 min.,0,0,Parkside School of the Arts,136
283,10-15 min.,0,0,Parkside School of the Arts,136
283,15+ min.,116,100,Parkside School of the Arts,136
284,0-5 min.,81,11.505681818181818,Clement Avenue School,990
284,5-10 min.,443,62.92613636363637,Clement Avenue School,990
284,10-15 min.,180,25.568181818181817,Clement Avenue School,990
284,15+ min.,0,0,Clement Avenue School,990
285,0-5 min.,0,0,Humboldt Park Pavilion,942
285,5-10 min.,279,42.98921417565486,Humboldt Park Pavilion,942
285,10-15 min.,298,45.91679506933744,Humboldt Park Pavilion,942
285,15+ min.,72,11.093990755007704,Humboldt Park Pavilion,942
286,0-5 min.,205,38.82575757575758,Unity's Fellowship Hall,783
286,5-10 min.,293,55.49242424242424,Unity's Fellowship Hall,783
286,10-15 min.,30,5.681818181818182,Unity's Fellowship Hall,783
286,15+ min.,0,0,Unity's Fellowship Hall,783
287,0-5 min.,185,25.517241379310345,Fernwood Montessori School,997
287,5-10 min.,494,68.13793103448276,Fernwood Montessori School,997
287,10-15 min.,22,3.0344827586206895,Fernwood Montessori School,997
287,15+ min.,24,3.310344827586207,Fernwood Montessori School,997
288,0-5 min.,87,10.163551401869158,Fernwood Montessori School,1242
288,5-10 min.,605,70.67757009345794,Fernwood Montessori School,1242
288,10-15 min.,145,16.9392523364486,Fernwood Montessori School,1242
288,15+ min.,19,2.219626168224299,Fernwood Montessori School,1242
289,0-5 min.,22,2.3681377825618943,Clement Avenue School,1240
289,5-10 min.,489,52.63724434876211,Clement Avenue School,1240
289,10-15 min.,381,41.01184068891281,Clement Avenue School,1240
289,15+ min.,37,3.982777179763186,Clement Avenue School,1240
290,0-5 min.,0,0,Clement Avenue School,851
290,5-10 min.,2,0.32310177705977383,Clement Avenue School,851
290,10-15 min.,156,25.20193861066236,Clement Avenue School,851
290,15+ min.,461,74.47495961227787,Clement Avenue School,851
291,0-5 min.,23,4.414587332053743,Burdick School,846
291,5-10 min.,335,64.29942418426103,Burdick School,846
291,10-15 min.,108,20.72936660268714,Burdick School,846
291,15+ min.,55,10.556621880998081,Burdick School,846
292,0-5 min.,0,0,Water Tower,800
292,5-10 min.,0,0,Water Tower,800
292,10-15 min.,96,13.578500707213578,Water Tower,800
292,15+ min.,611,86.42149929278642,Water Tower,800
293,0-5 min.,48,6.837606837606838,Water Tower,1222
293,5-10 min.,100,14.245014245014245,Water Tower,1222
293,10-15 min.,298,42.45014245014245,Water Tower,1222
293,15+ min.,256,36.46723646723647,Water Tower,1222
294,0-5 min.,246,30.52109181141439,Wilson Commons - Chopin Senior Living Wilson Commons - Chopin Senior Living,788
294,5-10 min.,79,9.801488833746898,Wilson Commons - Chopin Senior Living Wilson Commons - Chopin Senior Living,788
294,10-15 min.,111,13.771712158808933,Wilson Commons - Chopin Senior Living Wilson Commons - Chopin Senior Living,788
294,15+ min.,370,45.90570719602978,Wilson Commons - Chopin Senior Living Wilson Commons - Chopin Senior Living,788
295,0-5 min.,41,2.7188328912466844,Lowell School,1275
295,5-10 min.,234,15.517241379310345,Lowell School,1275
295,10-15 min.,691,45.822281167108756,Lowell School,1275
295,15+ min.,542,35.94164456233422,Lowell School,1275
296,0-5 min.,30,3.558718861209965,Ronald W. Reagan High School,1204
296,5-10 min.,348,41.281138790035584,Ronald W. Reagan High School,1204
296,10-15 min.,385,45.67022538552787,Ronald W. Reagan High School,1204
296,15+ min.,80,9.489916963226571,Ronald W. Reagan High School,1204
297,0-5 min.,0,0,Ronald W. Reagan High School,444
297,5-10 min.,0,0,Ronald W. Reagan High School,444
297,10-15 min.,144,30.062630480167012,Ronald W. Reagan High School,444
297,15+ min.,335,69.93736951983298,Ronald W. Reagan High School,444
298,0-5 min.,0,0,Cooper School,724
298,5-10 min.,0,0,Cooper School,724
298,10-15 min.,0,0,Cooper School,724
298,15+ min.,550,100,Cooper School,724
299,0-5 min.,90,15.65217391304348,Cooper School,971
299,5-10 min.,359,62.43478260869565,Cooper School,971
299,10-15 min.,124,21.565217391304348,Cooper School,971
299,15+ min.,2,0.34782608695652173,Cooper School,971
300,0-5 min.,103,11.62528216704289,Garland School,1050
300,5-10 min.,465,52.48306997742663,Garland School,1050
300,10-15 min.,260,29.345372460496616,Garland School,1050
300,15+ min.,58,6.5462753950338595,Garland School,1050
301,0-5 min.,0,0,Garland School,768
301,5-10 min.,20,4.123711340206185,Garland School,768
301,10-15 min.,188,38.76288659793815,Garland School,768
301,15+ min.,277,57.113402061855666,Garland School,768
302,0-5 min.,84,11.634349030470915,Victory School,939
302,5-10 min.,282,39.05817174515235,Victory School,939
302,10-15 min.,356,49.307479224376735,Victory School,939
302,15+ min.,0,0,Victory School,939
303,0-5 min.,28,5.109489051094891,Holler Park Pavilion,809
303,5-10 min.,123,22.445255474452555,Holler Park Pavilion,809
303,10-15 min.,137,25,Holler Park Pavilion,809
303,15+ min.,260,47.44525547445255,Holler Park Pavilion,809
304,0-5 min.,68,7.226354941551541,Burdick School,1415
304,5-10 min.,476,50.58448459086079,Burdick School,1415
304,10-15 min.,311,33.04994686503719,Burdick School,1415
304,15+ min.,86,9.139213602550477,Burdick School,1415
305,0-5 min.,0,0,Clarke Square Park Pavilion,306
305,5-10 min.,258,57.58928571428571,Clarke Square Park Pavilion,306
305,10-15 min.,190,42.410714285714285,Clarke Square Park Pavilion,306
305,15+ min.,0,0,Clarke Square Park Pavilion,306
306,0-5 min.,251,63.22418136020151,Clarke Square Park Pavilion,277
306,5-10 min.,146,36.775818639798494,Clarke Square Park Pavilion,277
306,10-15 min.,0,0,Clarke Square Park Pavilion,277
306,15+ min.,0,0,Clarke Square Park Pavilion,277
307,0-5 min.,3,0.9708737864077669,Pulaski Indoor Swimming Pool,249
307,5-10 min.,196,63.43042071197411,Pulaski Indoor Swimming Pool,249
307,10-15 min.,110,35.59870550161812,Pulaski Indoor Swimming Pool,249
307,15+ min.,0,0,Pulaski Indoor Swimming Pool,249
308,0-5 min.,0,0,Pulaski Indoor Swimming Pool,311
308,5-10 min.,99,25.12690355329949,Pulaski Indoor Swimming Pool,311
308,10-15 min.,210,53.299492385786806,Pulaski Indoor Swimming Pool,311
308,15+ min.,85,21.573604060913706,Pulaski Indoor Swimming Pool,311
309,0-5 min.,386,36.4494806421152,Firehouse Station 31,694
309,5-10 min.,603,56.94050991501416,Firehouse Station 31,694
309,10-15 min.,70,6.610009442870633,Firehouse Station 31,694
309,15+ min.,0,0,Firehouse Station 31,694
310,0-5 min.,0,0,Parkside School of the Arts,435
310,5-10 min.,23,6.267029972752043,Parkside School of the Arts,435
310,10-15 min.,241,65.66757493188011,Parkside School of the Arts,435
310,15+ min.,103,28.065395095367844,Parkside School of the Arts,435
311,0-5 min.,71,10.319767441860465,Zablocki Library,826
311,5-10 min.,315,45.78488372093023,Zablocki Library,826
311,10-15 min.,293,42.587209302325576,Zablocki Library,826
311,15+ min.,9,1.308139534883721,Zablocki Library,826
312,0-5 min.,0,0,Curtin School,419
312,5-10 min.,0,0,Curtin School,419
312,10-15 min.,176,25.323741007194243,Curtin School,419
312,15+ min.,519,74.67625899280576,Curtin School,419
313,0-5 min.,99,19.839679358717436,IDEAL School,601
313,5-10 min.,159,31.863727454909817,IDEAL School,601
313,10-15 min.,178,35.671342685370746,IDEAL School,601
313,15+ min.,63,12.625250501002002,IDEAL School,601
314,0-5 min.,0,0,IDEAL School,554
314,5-10 min.,0,0,IDEAL School,554
314,10-15 min.,0,0,IDEAL School,554
314,15+ min.,374,100,IDEAL School,554
315,0-5 min.,108,8.866995073891626,Maple Tree School,1536
315,5-10 min.,594,48.76847290640394,Maple Tree School,1536
315,10-15 min.,164,13.464696223316913,Maple Tree School,1536
315,15+ min.,352,28.899835796387517,Maple Tree School,1536
318,0-5 min.,0,0,Madison High School,321
318,5-10 min.,0,0,Madison High School,321
318,10-15 min.,90,24.390243902439025,Madison High School,321
318,15+ min.,279,75.60975609756098,Madison High School,321
319,0-5 min.,0,0,Ninety - Fifth Street School,101
319,5-10 min.,61,93.84615384615384,Ninety - Fifth Street School,101
319,10-15 min.,4,6.153846153846154,Ninety - Fifth Street School,101
319,15+ min.,0,0,Ninety - Fifth Street School,101
320,0-5 min.,0,0,Ninety - Fifth Street School,101
320,5-10 min.,64,100,Ninety - Fifth Street School,101
320,10-15 min.,0,0,Ninety - Fifth Street School,101
320,15+ min.,0,0,Ninety - Fifth Street School,101
321,0-5 min.,86,29.553264604810998,Firehouse Station 22,323
321,5-10 min.,138,47.42268041237113,Firehouse Station 22,323
321,10-15 min.,67,23.02405498281787,Firehouse Station 22,323
321,15+ min.,0,0,Firehouse Station 22,323
322,0-5 min.,192,69.81818181818183,Banner Prep / Asata High School,277
322,5-10 min.,76,27.636363636363637,Banner Prep / Asata High School,277
322,10-15 min.,7,2.5454545454545454,Banner Prep / Asata High School,277
322,15+ min.,0,0,Banner Prep / Asata High School,277
323,0-5 min.,0,0,Boys & Girls Club - Mary Ryan,223
323,5-10 min.,0,0,Boys & Girls Club - Mary Ryan,223
323,10-15 min.,112,64.73988439306359,Boys & Girls Club - Mary Ryan,223
323,15+ min.,61,35.26011560693642,Boys & Girls Club - Mary Ryan,223
324,0-5 min.,0,0,Boys & Girls Club - Mary Ryan,397
324,5-10 min.,0,0,Boys & Girls Club - Mary Ryan,397
324,10-15 min.,64,15.686274509803921,Boys & Girls Club - Mary Ryan,397
324,15+ min.,344,84.31372549019608,Boys & Girls Club - Mary Ryan,397
325,0-5 min.,0,0,Washington High School,175
325,5-10 min.,0,0,Washington High School,175
325,10-15 min.,152,100,Washington High School,175
325,15+ min.,0,0,Washington High School,175
326,0-5 min.,0,0,Hi-Mount Blvd School,19
326,5-10 min.,4,22.22222222222222,Hi-Mount Blvd School,19
326,10-15 min.,14,77.77777777777779,Hi-Mount Blvd School,19
326,15+ min.,0,0,Hi-Mount Blvd School,19
328,0-5 min.,136,36.75675675675676,Milwaukee French Immersion School,426
328,5-10 min.,176,47.56756756756757,Milwaukee French Immersion School,426
328,10-15 min.,58,15.675675675675677,Milwaukee French Immersion School,426
328,15+ min.,0,0,Milwaukee French Immersion School,426
329,0-5 min.,0,0,Metropolitan Baptist Church,56
329,5-10 min.,0,0,Metropolitan Baptist Church,56
329,10-15 min.,65,100,Metropolitan Baptist Church,56
329,15+ min.,0,0,Metropolitan Baptist Church,56
330,0-5 min.,62,22.794117647058822,Milwaukee Rescue Mission,226
330,5-10 min.,210,77.20588235294117,Milwaukee Rescue Mission,226
330,10-15 min.,0,0,Milwaukee Rescue Mission,226
330,15+ min.,0,0,Milwaukee Rescue Mission,226
331,0-5 min.,162,30.623818525519848,Holton Terrace Apartments,671
331,5-10 min.,367,69.37618147448015,Holton Terrace Apartments,671
331,10-15 min.,0,0,Holton Terrace Apartments,671
331,15+ min.,0,0,Holton Terrace Apartments,671
332,0-5 min.,5,3.3783783783783785,Gordon Park Pavilion,174
332,5-10 min.,143,96.62162162162163,Gordon Park Pavilion,174
332,10-15 min.,0,0,Gordon Park Pavilion,174
332,15+ min.,0,0,Gordon Park Pavilion,174
333,0-5 min.,0,0,Cherry Court Apartments,30
333,5-10 min.,0,0,Cherry Court Apartments,30
333,10-15 min.,0,0,Cherry Court Apartments,30
333,15+ min.,39,100,Cherry Court Apartments,30
334,0-5 min.,49,23.902439024390244,James E Groppi (27th Street School),121
334,5-10 min.,156,76.09756097560975,James E Groppi (27th Street School),121
334,10-15 min.,0,0,James E Groppi (27th Street School),121
334,15+ min.,0,0,James E Groppi (27th Street School),121
335,0-5 min.,0,0,Marquette Alumni Memorial Union,257
335,5-10 min.,239,100,Marquette Alumni Memorial Union,257
335,10-15 min.,0,0,Marquette Alumni Memorial Union,257
335,15+ min.,0,0,Marquette Alumni Memorial Union,257
336,0-5 min.,0,0,Milwaukee Academy of Chinese Language,238
336,5-10 min.,218,47.91208791208791,Milwaukee Academy of Chinese Language,238
336,10-15 min.,237,52.087912087912095,Milwaukee Academy of Chinese Language,238
336,15+ min.,0,0,Milwaukee Academy of Chinese Language,238
337,0-5 min.,0,0,Wisconsin Conservatory of Lifelong Learning,0
337,5-10 min.,0,0,Wisconsin Conservatory of Lifelong Learning,0
337,10-15 min.,0,0,Wisconsin Conservatory of Lifelong Learning,0
337,15+ min.,1,100,Wisconsin Conservatory of Lifelong Learning,0
339,0-5 min.,0,0,Mitchell Court Apartments,57
339,5-10 min.,0,0,Mitchell Court Apartments,57
339,10-15 min.,0,0,Mitchell Court Apartments,57
339,15+ min.,84,100,Mitchell Court Apartments,57
342,0-5 min.,0,0,Lincoln Court Apartments,93
342,5-10 min.,0,0,Lincoln Court Apartments,93
342,10-15 min.,95,100,Lincoln Court Apartments,93
342,15+ min.,0,0,Lincoln Court Apartments,93
343,0-5 min.,0,0,The Bridge,331
343,5-10 min.,0,0,The Bridge,331
343,10-15 min.,77,34.52914798206278,The Bridge,331
343,15+ min.,146,65.47085201793722,The Bridge,331
344,0-5 min.,0,0,Oklahoma Ave Lutheran Church,378
344,5-10 min.,244,49.49290060851927,Oklahoma Ave Lutheran Church,378
344,10-15 min.,249,50.50709939148072,Oklahoma Ave Lutheran Church,378
344,15+ min.,0,0,Oklahoma Ave Lutheran Church,378
345,0-5 min.,48,10.643015521064301,Manitoba School,545
345,5-10 min.,185,41.019955654102,Manitoba School,545
345,10-15 min.,218,48.33702882483371,Manitoba School,545
345,15+ min.,0,0,Manitoba School,545
346,0-5 min.,37,20.108695652173914,Pulaski Indoor Swimming Pool,140
346,5-10 min.,147,79.8913043478261,Pulaski Indoor Swimming Pool,140
346,10-15 min.,0,0,Pulaski Indoor Swimming Pool,140
346,15+ min.,0,0,Pulaski Indoor Swimming Pool,140
347,0-5 min.,48,9.63855421686747,Parkside School of the Arts,706
347,5-10 min.,437,87.75100401606426,Parkside School of the Arts,706
347,10-15 min.,13,2.610441767068273,Parkside School of the Arts,706
347,15+ min.,0,0,Parkside School of the Arts,706
348,0-5 min.,0,0,Parkside School of the Arts,660
348,5-10 min.,117,23.122529644268774,Parkside School of the Arts,660
348,10-15 min.,226,44.66403162055336,Parkside School of the Arts,660
348,15+ min.,163,32.21343873517787,Parkside School of the Arts,660
349,0-5 min.,60,8.823529411764707,Whitman School,784
349,5-10 min.,422,62.05882352941177,Whitman School,784
349,10-15 min.,192,28.235294117647058,Whitman School,784
349,15+ min.,6,0.8823529411764706,Whitman School,784
350,0-5 min.,0,0,Zablocki Library,5
350,5-10 min.,0,0,Zablocki Library,5
350,10-15 min.,14,100,Zablocki Library,5
350,15+ min.,0,0,Zablocki Library,5
352,0-5 min.,0,0,Wilson Commons - Chopin Senior Living Wilson Commons - Chopin Senior Living,0
352,5-10 min.,1,100,Wilson Commons - Chopin Senior Living Wilson Commons - Chopin Senior Living,0
352,10-15 min.,0,0,Wilson Commons - Chopin Senior Living Wilson Commons - Chopin Senior Living,0
352,15+ min.,0,0,Wilson Commons - Chopin Senior Living Wilson Commons - Chopin Senior Living,0
355,0-5 min.,0,0,Parkside School of the Arts,65
355,5-10 min.,0,0,Parkside School of the Arts,65
355,10-15 min.,0,0,Parkside School of the Arts,65
355,15+ min.,42,100,Parkside School of the Arts,65
356,0-5 min.,0,0,Tippecanoe Library,143
356,5-10 min.,0,0,Tippecanoe Library,143
356,10-15 min.,45,39.130434782608695,Tippecanoe Library,143
356,15+ min.,70,60.86956521739131,Tippecanoe Library,143
327,NA,NA,NA,Hi-Mount Blvd School,0
353,NA,NA,NA,Firehouse Station 6,0
354,NA,NA,NA,Cass Street School,0
338,NA,NA,NA,Luther Burbank School,0
340,NA,NA,NA,Milwaukee Public Market,0
341,NA,NA,NA,Milwaukee Public Market,0
351,NA,NA,NA,Curtin School,0
317,NA,NA,NA,River Trail School,0
316,NA,NA,NA,Firehouse Station 38,0
